raw_index,session_file,session_path,session_rel_path,session_source_dir,session_id,dbase_fileID,condition,condition_primary,social_context,drug,dreadd_target,dreadd_control_cohort,arena,arena_label,mouse_codes,mouse_type_1,mouse_type_2,mouse_type_3,n_animals,effective_n_animals,animal_keep_indices,animal_finite_fraction,animal_qc_status,animal_qc_notes,n_frames,n_nodes,n_coords,has_scores,score_dims,has_excluded_frames,excluded_frame_count,file_bytes,include_block1_dyadic,include_motif_discovery,motif_exclusion_reason,include_block2_egocentric,paper_include,exclusion_reason,file_modified,raw_database_file,manifest_schema_version,manifest_generated_by,condition_id,condition_raw,dyad_condition,condition_label,dyad_condition_label,condition_family_id,condition_family,condition_family_label,mouse_pair_label,arena_display_label,social_context_label,drug_label,dreadd_target_label,cohort_id,cohort_label,cohort_short_label,cohort_condition,cohort_condition_label,cohort_definition_source,cohort_definition_note,defined_contrast_set,defined_contrast_label,include_defined_primary_big_contrast,include_defined_primary_small_contrast,include_defined_wtwt_arena_contrast,include_defined_anesthetized_context,include_defined_pfc_chemogenetic,include_defined_dcn_chemogenetic,arena_condition,arena_condition_label,analysis_group_id,analysis_group_label,plot_group_label,label_text_safe_for_matlab
63,session_0063.mat,session_0063.mat,session_0063.mat,files2run,session_0060,0060,M_A,MUT,anesthetized_partner,none,none,0,B,big,2;0,MUT,ANES,,2,2,1;2,0.9859;0.9943,ok,,95998,13,2,1,95998x13x2,0,0,24652286,0,0,anesthetized_center_special_egocentric_context,1,1,,04-Jun-2026 16:31:51,ALLPAIRS-Feb2025.mat,foundation_v2_label_safe,paper/run_01_manifest.m,M_A,M_A,M_A,Mut + anesthetized center,Mut + anesthetized center,anesthetized_center,anesthetized_center,Anesthetized center,Mut + Anesthetized center,Big arena,Anesthetized partner,None,None,cohort1,Cohort 1 big arena Mut with anesthetized center,C1,cohort1:M_A,C1 Mut + anesthetized center,user_2026_06_25,reserved for special egocentric/social-context analyses,anesthetized_center_context,Anesthetized center context,0,0,0,1,0,0,big:M_A,Big arena Mut + anesthetized center,cohort1|big|M_A,Cohort 1 big arena Mut with anesthetized center,C1 big Mut + anesthetized center,1
64,session_0064.mat,session_0064.mat,session_0064.mat,files2run,session_0061,0061,M_A,MUT,anesthetized_partner,none,none,0,B,big,2;0,MUT,ANES,,2,2,1;2,0.9987;0.9992,ok,,95998,13,2,1,95998x13x2,0,0,24651027,0,0,anesthetized_center_special_egocentric_context,1,1,,04-Jun-2026 16:31:51,ALLPAIRS-Feb2025.mat,foundation_v2_label_safe,paper/run_01_manifest.m,M_A,M_A,M_A,Mut + anesthetized center,Mut + anesthetized center,anesthetized_center,anesthetized_center,Anesthetized center,Mut + Anesthetized center,Big arena,Anesthetized partner,None,None,cohort1,Cohort 1 big arena Mut with anesthetized center,C1,cohort1:M_A,C1 Mut + anesthetized center,user_2026_06_25,reserved for special egocentric/social-context analyses,anesthetized_center_context,Anesthetized center context,0,0,0,1,0,0,big:M_A,Big arena Mut + anesthetized center,cohort1|big|M_A,Cohort 1 big arena Mut with anesthetized center,C1 big Mut + anesthetized center,1
65,session_0065.mat,session_0065.mat,session_0065.mat,files2run,session_0062,0062,M_A,MUT,anesthetized_partner,none,none,0,B,big,2;0,MUT,ANES,,2,2,1;2,0.9997;0.9977,ok,,95998,13,2,1,95998x13x2,0,0,25064812,0,0,anesthetized_center_special_egocentric_context,1,1,,04-Jun-2026 16:31:52,ALLPAIRS-Feb2025.mat,foundation_v2_label_safe,paper/run_01_manifest.m,M_A,M_A,M_A,Mut + anesthetized center,Mut + anesthetized center,anesthetized_center,anesthetized_center,Anesthetized center,Mut + Anesthetized center,Big arena,Anesthetized partner,None,None,cohort1,Cohort 1 big arena Mut with anesthetized center,C1,cohort1:M_A,C1 Mut + anesthetized center,user_2026_06_25,reserved for special egocentric/social-context analyses,anesthetized_center_context,Anesthetized center context,0,0,0,1,0,0,big:M_A,Big arena Mut + anesthetized center,cohort1|big|M_A,Cohort 1 big arena Mut with anesthetized center,C1 big Mut + anesthetized center,1
66,session_0066.mat,session_0066.mat,session_0066.mat,files2run,session_0063,0063,M_A,MUT,anesthetized_partner,none,none,0,B,big,2;0,MUT,ANES,,2,2,1;2,0.9999;0.9989,ok,,95998,13,2,1,95998x13x2,0,0,24813660,0,0,anesthetized_center_special_egocentric_context,1,1,,04-Jun-2026 16:31:53,ALLPAIRS-Feb2025.mat,foundation_v2_label_safe,paper/run_01_manifest.m,M_A,M_A,M_A,Mut + anesthetized center,Mut + anesthetized center,anesthetized_center,anesthetized_center,Anesthetized center,Mut + Anesthetized center,Big arena,Anesthetized partner,None,None,cohort1,Cohort 1 big arena Mut with anesthetized center,C1,cohort1:M_A,C1 Mut + anesthetized center,user_2026_06_25,reserved for special egocentric/social-context analyses,anesthetized_center_context,Anesthetized center context,0,0,0,1,0,0,big:M_A,Big arena Mut + anesthetized center,cohort1|big|M_A,Cohort 1 big arena Mut with anesthetized center,C1 big Mut + anesthetized center,1
67,session_0067.mat,session_0067.mat,session_0067.mat,files2run,session_0064,0064,WT_A,WT,anesthetized_partner,none,none,0,B,big,1;0,WT,ANES,,2,2,1;2,0.9983;0.9994,ok,,95998,13,2,1,95998x13x2,0,0,25073133,0,0,anesthetized_center_special_egocentric_context,1,1,,04-Jun-2026 16:31:53,ALLPAIRS-Feb2025.mat,foundation_v2_label_safe,paper/run_01_manifest.m,WT_A,WT_A,WT_A,WT + anesthetized center,WT + anesthetized center,anesthetized_center,anesthetized_center,Anesthetized center,WT + Anesthetized center,Big arena,Anesthetized partner,None,None,cohort1,Cohort 1 big arena WT with anesthetized center,C1,cohort1:WT_A,C1 WT + anesthetized center,user_2026_06_25,reserved for special egocentric/social-context analyses,anesthetized_center_context,Anesthetized center context,0,0,0,1,0,0,big:WT_A,Big arena WT + anesthetized center,cohort1|big|WT_A,Cohort 1 big arena WT with anesthetized center,C1 big WT + anesthetized center,1
68,session_0068.mat,session_0068.mat,session_0068.mat,files2run,session_0065,0065,WT_A,WT,anesthetized_partner,none,none,0,B,big,1;0,WT,ANES,,2,2,1;2,0.9991;0.9993,ok,,95998,13,2,1,95998x13x2,0,0,25097712,0,0,anesthetized_center_special_egocentric_context,1,1,,04-Jun-2026 16:31:54,ALLPAIRS-Feb2025.mat,foundation_v2_label_safe,paper/run_01_manifest.m,WT_A,WT_A,WT_A,WT + anesthetized center,WT + anesthetized center,anesthetized_center,anesthetized_center,Anesthetized center,WT + Anesthetized center,Big arena,Anesthetized partner,None,None,cohort1,Cohort 1 big arena WT with anesthetized center,C1,cohort1:WT_A,C1 WT + anesthetized center,user_2026_06_25,reserved for special egocentric/social-context analyses,anesthetized_center_context,Anesthetized center context,0,0,0,1,0,0,big:WT_A,Big arena WT + anesthetized center,cohort1|big|WT_A,Cohort 1 big arena WT with anesthetized center,C1 big WT + anesthetized center,1
69,session_0069.mat,session_0069.mat,session_0069.mat,files2run,session_0066,0066,WT_A,WT,anesthetized_partner,none,none,0,B,big,1;0,WT,ANES,,2,2,1;2,0.9998;0.9974,ok,,95998,13,2,1,95998x13x2,0,0,25083844,0,0,anesthetized_center_special_egocentric_context,1,1,,04-Jun-2026 16:31:54,ALLPAIRS-Feb2025.mat,foundation_v2_label_safe,paper/run_01_manifest.m,WT_A,WT_A,WT_A,WT + anesthetized center,WT + anesthetized center,anesthetized_center,anesthetized_center,Anesthetized center,WT + Anesthetized center,Big arena,Anesthetized partner,None,None,cohort1,Cohort 1 big arena WT with anesthetized center,C1,cohort1:WT_A,C1 WT + anesthetized center,user_2026_06_25,reserved for special egocentric/social-context analyses,anesthetized_center_context,Anesthetized center context,0,0,0,1,0,0,big:WT_A,Big arena WT + anesthetized center,cohort1|big|WT_A,Cohort 1 big arena WT with anesthetized center,C1 big WT + anesthetized center,1
70,session_0070.mat,session_0070.mat,session_0070.mat,files2run,session_0067,0067,WT_A,WT,anesthetized_partner,none,none,0,B,big,1;0,WT,ANES,,2,2,1;2,0.9999;0.9945,ok,,95998,13,2,1,95998x13x2,0,0,24856866,0,0,anesthetized_center_special_egocentric_context,1,1,,04-Jun-2026 16:31:55,ALLPAIRS-Feb2025.mat,foundation_v2_label_safe,paper/run_01_manifest.m,WT_A,WT_A,WT_A,WT + anesthetized center,WT + anesthetized center,anesthetized_center,anesthetized_center,Anesthetized center,WT + Anesthetized center,Big arena,Anesthetized partner,None,None,cohort1,Cohort 1 big arena WT with anesthetized center,C1,cohort1:WT_A,C1 WT + anesthetized center,user_2026_06_25,reserved for special egocentric/social-context analyses,anesthetized_center_context,Anesthetized center context,0,0,0,1,0,0,big:WT_A,Big arena WT + anesthetized center,cohort1|big|WT_A,Cohort 1 big arena WT with anesthetized center,C1 big WT + anesthetized center,1
71,session_0071.mat,session_0071.mat,session_0071.mat,files2run,session_0068,0068,WT_A,WT,anesthetized_partner,none,none,0,B,big,1;0,WT,ANES,,2,2,1;2,0.9996;0.9977,ok,,95998,13,2,1,95998x13x2,0,0,24628877,0,0,anesthetized_center_special_egocentric_context,1,1,,04-Jun-2026 16:31:55,ALLPAIRS-Feb2025.mat,foundation_v2_label_safe,paper/run_01_manifest.m,WT_A,WT_A,WT_A,WT + anesthetized center,WT + anesthetized center,anesthetized_center,anesthetized_center,Anesthetized center,WT + Anesthetized center,Big arena,Anesthetized partner,None,None,cohort1,Cohort 1 big arena WT with anesthetized center,C1,cohort1:WT_A,C1 WT + anesthetized center,user_2026_06_25,reserved for special egocentric/social-context analyses,anesthetized_center_context,Anesthetized center context,0,0,0,1,0,0,big:WT_A,Big arena WT + anesthetized center,cohort1|big|WT_A,Cohort 1 big arena WT with anesthetized center,C1 big WT + anesthetized center,1
72,session_0072.mat,session_0072.mat,session_0072.mat,files2run,session_0069,0069,WT_A,WT,anesthetized_partner,none,none,0,B,big,1;0,WT,ANES,,2,2,1;2,0.9973;0.9989,ok,,95998,13,2,1,95998x13x2,0,0,25400067,0,0,anesthetized_center_special_egocentric_context,1,1,,04-Jun-2026 16:31:55,ALLPAIRS-Feb2025.mat,foundation_v2_label_safe,paper/run_01_manifest.m,WT_A,WT_A,WT_A,WT + anesthetized center,WT + anesthetized center,anesthetized_center,anesthetized_center,Anesthetized center,WT + Anesthetized center,Big arena,Anesthetized partner,None,None,cohort1,Cohort 1 big arena WT with anesthetized center,C1,cohort1:WT_A,C1 WT + anesthetized center,user_2026_06_25,reserved for special egocentric/social-context analyses,anesthetized_center_context,Anesthetized center context,0,0,0,1,0,0,big:WT_A,Big arena WT + anesthetized center,cohort1|big|WT_A,Cohort 1 big arena WT with anesthetized center,C1 big WT + anesthetized center,1
73,session_0073.mat,session_0073.mat,session_0073.mat,files2run,session_0070,0070,WT_A,WT,anesthetized_partner,none,none,0,B,big,1;0,WT,ANES,,2,2,1;2,0.9913;0.9997,ok,,95998,13,2,1,95998x13x2,0,0,25233410,0,0,anesthetized_center_special_egocentric_context,1,1,,04-Jun-2026 16:31:56,ALLPAIRS-Feb2025.mat,foundation_v2_label_safe,paper/run_01_manifest.m,WT_A,WT_A,WT_A,WT + anesthetized center,WT + anesthetized center,anesthetized_center,anesthetized_center,Anesthetized center,WT + Anesthetized center,Big arena,Anesthetized partner,None,None,cohort1,Cohort 1 big arena WT with anesthetized center,C1,cohort1:WT_A,C1 WT + anesthetized center,user_2026_06_25,reserved for special egocentric/social-context analyses,anesthetized_center_context,Anesthetized center context,0,0,0,1,0,0,big:WT_A,Big arena WT + anesthetized center,cohort1|big|WT_A,Cohort 1 big arena WT with anesthetized center,C1 big WT + anesthetized center,1
74,session_0074.mat,session_0074.mat,session_0074.mat,files2run,session_0071,0071,WT_A,WT,anesthetized_partner,none,none,0,B,big,1;0,WT,ANES,,2,2,1;2,0.9988;0.9998,ok,,95998,13,2,1,95998x13x2,0,0,24605393,0,0,anesthetized_center_special_egocentric_context,1,1,,04-Jun-2026 16:31:57,ALLPAIRS-Feb2025.mat,foundation_v2_label_safe,paper/run_01_manifest.m,WT_A,WT_A,WT_A,WT + anesthetized center,WT + anesthetized center,anesthetized_center,anesthetized_center,Anesthetized center,WT + Anesthetized center,Big arena,Anesthetized partner,None,None,cohort1,Cohort 1 big arena WT with anesthetized center,C1,cohort1:WT_A,C1 WT + anesthetized center,user_2026_06_25,reserved for special egocentric/social-context analyses,anesthetized_center_context,Anesthetized center context,0,0,0,1,0,0,big:WT_A,Big arena WT + anesthetized center,cohort1|big|WT_A,Cohort 1 big arena WT with anesthetized center,C1 big WT + anesthetized center,1
75,session_0075.mat,session_0075.mat,session_0075.mat,files2run,session_0072,0072,WT_A,WT,anesthetized_partner,none,none,0,B,big,1;0,WT,ANES,,2,2,1;2,0.9996;0.9998,ok,,95998,13,2,1,95998x13x2,0,0,24424912,0,0,anesthetized_center_special_egocentric_context,1,1,,04-Jun-2026 16:31:57,ALLPAIRS-Feb2025.mat,foundation_v2_label_safe,paper/run_01_manifest.m,WT_A,WT_A,WT_A,WT + anesthetized center,WT + anesthetized center,anesthetized_center,anesthetized_center,Anesthetized center,WT + Anesthetized center,Big arena,Anesthetized partner,None,None,cohort1,Cohort 1 big arena WT with anesthetized center,C1,cohort1:WT_A,C1 WT + anesthetized center,user_2026_06_25,reserved for special egocentric/social-context analyses,anesthetized_center_context,Anesthetized center context,0,0,0,1,0,0,big:WT_A,Big arena WT + anesthetized center,cohort1|big|WT_A,Cohort 1 big arena WT with anesthetized center,C1 big WT + anesthetized center,1
76,session_0076.mat,session_0076.mat,session_0076.mat,files2run,session_0077-00,0077-00,WT_WT,WT,freely_moving_dyad,none,none,0,S,small,1;1,WT,WT,,2,2,1;2,0.9778;0.9762,ok,,105597,13,2,1,105597x13x2,0,0,29449751,1,1,,1,1,,04-Jun-2026 16:31:58,ALLPAIRS-Feb2025.mat,foundation_v2_label_safe,paper/run_01_manifest.m,WT_WT,WT_WT,WT_WT,WT Pair,WT Pair,freely_moving_dyad,freely_moving_dyad,Freely moving dyad,WT Pair,Small arena,Freely moving dyad,None,None,cohort2,Cohort 2 small arena WT Pair,C2,cohort2:WT_WT,C2 WT Pair,user_2026_06_25,,block1_small_free_dyad_primary,Block 1 small arena primary dyads,0,1,1,0,0,0,small:WT_WT,Small arena WT Pair,cohort2|small|WT_WT,Cohort 2 small arena WT Pair,C2 small WT Pair,1
77,session_0077.mat,session_0077.mat,session_0077.mat,files2run,session_0078-00,0078-00,WT_WT,WT,freely_moving_dyad,none,none,0,S,small,1;1,WT,WT,,2,2,1;2,0.9918;0.9917,ok,,105597,13,2,1,105597x13x2,0,0,29616908,1,1,,1,1,,04-Jun-2026 16:31:58,ALLPAIRS-Feb2025.mat,foundation_v2_label_safe,paper/run_01_manifest.m,WT_WT,WT_WT,WT_WT,WT Pair,WT Pair,freely_moving_dyad,freely_moving_dyad,Freely moving dyad,WT Pair,Small arena,Freely moving dyad,None,None,cohort2,Cohort 2 small arena WT Pair,C2,cohort2:WT_WT,C2 WT Pair,user_2026_06_25,,block1_small_free_dyad_primary,Block 1 small arena primary dyads,0,1,1,0,0,0,small:WT_WT,Small arena WT Pair,cohort2|small|WT_WT,Cohort 2 small arena WT Pair,C2 small WT Pair,1
78,session_0078.mat,session_0078.mat,session_0078.mat,files2run,session_0079-00,0079-00,WT_WT,WT,freely_moving_dyad,none,none,0,S,small,1;1,WT,WT,,2,2,1;2,0.9899;0.989,ok,,105597,13,2,1,105597x13x2,0,0,29406986,1,1,,1,1,,04-Jun-2026 16:31:59,ALLPAIRS-Feb2025.mat,foundation_v2_label_safe,paper/run_01_manifest.m,WT_WT,WT_WT,WT_WT,WT Pair,WT Pair,freely_moving_dyad,freely_moving_dyad,Freely moving dyad,WT Pair,Small arena,Freely moving dyad,None,None,cohort2,Cohort 2 small arena WT Pair,C2,cohort2:WT_WT,C2 WT Pair,user_2026_06_25,,block1_small_free_dyad_primary,Block 1 small arena primary dyads,0,1,1,0,0,0,small:WT_WT,Small arena WT Pair,cohort2|small|WT_WT,Cohort 2 small arena WT Pair,C2 small WT Pair,1
79,session_0079.mat,session_0079.mat,session_0079.mat,files2run,session_0080-00,0080-00,WT_WT,WT,freely_moving_dyad,none,none,0,S,small,1;1,WT,WT,,2,2,1;2,0.9915;0.9909,ok,,105597,13,2,1,105597x13x2,0,0,29323373,1,1,,1,1,,04-Jun-2026 16:32:00,ALLPAIRS-Feb2025.mat,foundation_v2_label_safe,paper/run_01_manifest.m,WT_WT,WT_WT,WT_WT,WT Pair,WT Pair,freely_moving_dyad,freely_moving_dyad,Freely moving dyad,WT Pair,Small arena,Freely moving dyad,None,None,cohort2,Cohort 2 small arena WT Pair,C2,cohort2:WT_WT,C2 WT Pair,user_2026_06_25,,block1_small_free_dyad_primary,Block 1 small arena primary dyads,0,1,1,0,0,0,small:WT_WT,Small arena WT Pair,cohort2|small|WT_WT,Cohort 2 small arena WT Pair,C2 small WT Pair,1
80,session_0080.mat,session_0080.mat,session_0080.mat,files2run,session_0081-00,0081-00,WT_WT,WT,freely_moving_dyad,none,none,0,S,small,1;1,WT,WT,,3,2,1;2,0.9911;0.9911;0,reduce_to_dyad,extra_track_identity_removed_low_finite_fraction,105597,13,2,1,105597x13x3,0,0,30140587,1,1,,1,1,,04-Jun-2026 16:32:00,ALLPAIRS-Feb2025.mat,foundation_v2_label_safe,paper/run_01_manifest.m,WT_WT,WT_WT,WT_WT,WT Pair,WT Pair,freely_moving_dyad,freely_moving_dyad,Freely moving dyad,WT Pair,Small arena,Freely moving dyad,None,None,cohort2,Cohort 2 small arena WT Pair,C2,cohort2:WT_WT,C2 WT Pair,user_2026_06_25,,block1_small_free_dyad_primary,Block 1 small arena primary dyads,0,1,1,0,0,0,small:WT_WT,Small arena WT Pair,cohort2|small|WT_WT,Cohort 2 small arena WT Pair,C2 small WT Pair,1
81,session_0081.mat,session_0081.mat,session_0081.mat,files2run,session_0082-00,0082-00,WT_WT,WT,freely_moving_dyad,none,none,0,S,small,1;1,WT,WT,,2,2,1;2,0.9907;0.9904,ok,,105597,13,2,1,105597x13x2,0,0,30038955,1,1,,1,1,,04-Jun-2026 16:32:01,ALLPAIRS-Feb2025.mat,foundation_v2_label_safe,paper/run_01_manifest.m,WT_WT,WT_WT,WT_WT,WT Pair,WT Pair,freely_moving_dyad,freely_moving_dyad,Freely moving dyad,WT Pair,Small arena,Freely moving dyad,None,None,cohort2,Cohort 2 small arena WT Pair,C2,cohort2:WT_WT,C2 WT Pair,user_2026_06_25,,block1_small_free_dyad_primary,Block 1 small arena primary dyads,0,1,1,0,0,0,small:WT_WT,Small arena WT Pair,cohort2|small|WT_WT,Cohort 2 small arena WT Pair,C2 small WT Pair,1
82,session_0082.mat,session_0082.mat,session_0082.mat,files2run,session_0077-10,0077-10,WT_WT,WT,freely_moving_dyad,none,none,0,S,small,1;1,WT,WT,,2,2,1;2,0.9966;0.9978,ok,,95998,13,2,1,95998x13x2,0,0,26919703,1,1,,1,1,,04-Jun-2026 16:32:01,ALLPAIRS-Feb2025.mat,foundation_v2_label_safe,paper/run_01_manifest.m,WT_WT,WT_WT,WT_WT,WT Pair,WT Pair,freely_moving_dyad,freely_moving_dyad,Freely moving dyad,WT Pair,Small arena,Freely moving dyad,None,None,cohort2,Cohort 2 small arena WT Pair,C2,cohort2:WT_WT,C2 WT Pair,user_2026_06_25,,block1_small_free_dyad_primary,Block 1 small arena primary dyads,0,1,1,0,0,0,small:WT_WT,Small arena WT Pair,cohort2|small|WT_WT,Cohort 2 small arena WT Pair,C2 small WT Pair,1
83,session_0083.mat,session_0083.mat,session_0083.mat,files2run,session_0077-20,0077-20,WT_WT,WT,freely_moving_dyad,none,none,0,S,small,1;1,WT,WT,,3,2,1;2,0.9985;0.9963;0.0001,reduce_to_dyad,extra_track_identity_removed_low_finite_fraction,95998,13,2,1,95998x13x3,0,0,27187410,1,1,,1,1,,04-Jun-2026 16:32:02,ALLPAIRS-Feb2025.mat,foundation_v2_label_safe,paper/run_01_manifest.m,WT_WT,WT_WT,WT_WT,WT Pair,WT Pair,freely_moving_dyad,freely_moving_dyad,Freely moving dyad,WT Pair,Small arena,Freely moving dyad,None,None,cohort2,Cohort 2 small arena WT Pair,C2,cohort2:WT_WT,C2 WT Pair,user_2026_06_25,,block1_small_free_dyad_primary,Block 1 small arena primary dyads,0,1,1,0,0,0,small:WT_WT,Small arena WT Pair,cohort2|small|WT_WT,Cohort 2 small arena WT Pair,C2 small WT Pair,1
84,session_0084.mat,session_0084.mat,session_0084.mat,files2run,session_0078-10,0078-10,WT_WT,WT,freely_moving_dyad,none,none,0,S,small,1;1,WT,WT,,2,2,1;2,0.9992;0.9997,ok,,95998,13,2,1,95998x13x2,0,0,26844753,1,1,,1,1,,04-Jun-2026 16:32:03,ALLPAIRS-Feb2025.mat,foundation_v2_label_safe,paper/run_01_manifest.m,WT_WT,WT_WT,WT_WT,WT Pair,WT Pair,freely_moving_dyad,freely_moving_dyad,Freely moving dyad,WT Pair,Small arena,Freely moving dyad,None,None,cohort2,Cohort 2 small arena WT Pair,C2,cohort2:WT_WT,C2 WT Pair,user_2026_06_25,,block1_small_free_dyad_primary,Block 1 small arena primary dyads,0,1,1,0,0,0,small:WT_WT,Small arena WT Pair,cohort2|small|WT_WT,Cohort 2 small arena WT Pair,C2 small WT Pair,1
85,session_0085.mat,session_0085.mat,session_0085.mat,files2run,session_0078-20,0078-20,WT_WT,WT,freely_moving_dyad,none,none,0,S,small,1;1,WT,WT,,2,2,1;2,0.9996;0.9998,ok,,95998,13,2,1,95998x13x2,0,0,26614363,1,1,,1,1,,04-Jun-2026 16:32:03,ALLPAIRS-Feb2025.mat,foundation_v2_label_safe,paper/run_01_manifest.m,WT_WT,WT_WT,WT_WT,WT Pair,WT Pair,freely_moving_dyad,freely_moving_dyad,Freely moving dyad,WT Pair,Small arena,Freely moving dyad,None,None,cohort2,Cohort 2 small arena WT Pair,C2,cohort2:WT_WT,C2 WT Pair,user_2026_06_25,,block1_small_free_dyad_primary,Block 1 small arena primary dyads,0,1,1,0,0,0,small:WT_WT,Small arena WT Pair,cohort2|small|WT_WT,Cohort 2 small arena WT Pair,C2 small WT Pair,1
86,session_0086.mat,session_0086.mat,session_0086.mat,files2run,session_0079-10,0079-10,WT_WT,WT,freely_moving_dyad,none,none,0,S,small,1;1,WT,WT,,2,2,1;2,0.9997;0.9991,ok,,95998,13,2,1,95998x13x2,0,0,26749618,1,1,,1,1,,04-Jun-2026 16:32:04,ALLPAIRS-Feb2025.mat,foundation_v2_label_safe,paper/run_01_manifest.m,WT_WT,WT_WT,WT_WT,WT Pair,WT Pair,freely_moving_dyad,freely_moving_dyad,Freely moving dyad,WT Pair,Small arena,Freely moving dyad,None,None,cohort2,Cohort 2 small arena WT Pair,C2,cohort2:WT_WT,C2 WT Pair,user_2026_06_25,,block1_small_free_dyad_primary,Block 1 small arena primary dyads,0,1,1,0,0,0,small:WT_WT,Small arena WT Pair,cohort2|small|WT_WT,Cohort 2 small arena WT Pair,C2 small WT Pair,1
87,session_0087.mat,session_0087.mat,session_0087.mat,files2run,session_0079-20,0079-20,WT_WT,WT,freely_moving_dyad,none,none,0,S,small,1;1,WT,WT,,2,2,1;2,0.9996;0.9989,ok,,95998,13,2,1,95998x13x2,0,0,26823858,1,1,,1,1,,04-Jun-2026 16:32:04,ALLPAIRS-Feb2025.mat,foundation_v2_label_safe,paper/run_01_manifest.m,WT_WT,WT_WT,WT_WT,WT Pair,WT Pair,freely_moving_dyad,freely_moving_dyad,Freely moving dyad,WT Pair,Small arena,Freely moving dyad,None,None,cohort2,Cohort 2 small arena WT Pair,C2,cohort2:WT_WT,C2 WT Pair,user_2026_06_25,,block1_small_free_dyad_primary,Block 1 small arena primary dyads,0,1,1,0,0,0,small:WT_WT,Small arena WT Pair,cohort2|small|WT_WT,Cohort 2 small arena WT Pair,C2 small WT Pair,1
88,session_0088.mat,session_0088.mat,session_0088.mat,files2run,session_0080-10,0080-10,WT_WT,WT,freely_moving_dyad,none,none,0,S,small,1;1,WT,WT,,2,2,1;2,0.9992;0.9982,ok,,95998,13,2,1,95998x13x2,0,0,26611292,1,1,,1,1,,04-Jun-2026 16:32:05,ALLPAIRS-Feb2025.mat,foundation_v2_label_safe,paper/run_01_manifest.m,WT_WT,WT_WT,WT_WT,WT Pair,WT Pair,freely_moving_dyad,freely_moving_dyad,Freely moving dyad,WT Pair,Small arena,Freely moving dyad,None,None,cohort2,Cohort 2 small arena WT Pair,C2,cohort2:WT_WT,C2 WT Pair,user_2026_06_25,,block1_small_free_dyad_primary,Block 1 small arena primary dyads,0,1,1,0,0,0,small:WT_WT,Small arena WT Pair,cohort2|small|WT_WT,Cohort 2 small arena WT Pair,C2 small WT Pair,1
89,session_0089.mat,session_0089.mat,session_0089.mat,files2run,session_0080-20,0080-20,WT_WT,WT,freely_moving_dyad,none,none,0,S,small,1;1,WT,WT,,2,2,1;2,0.9968;0.9944,ok,,95998,13,2,1,95998x13x2,0,0,26054804,1,1,,1,1,,04-Jun-2026 16:32:06,ALLPAIRS-Feb2025.mat,foundation_v2_label_safe,paper/run_01_manifest.m,WT_WT,WT_WT,WT_WT,WT Pair,WT Pair,freely_moving_dyad,freely_moving_dyad,Freely moving dyad,WT Pair,Small arena,Freely moving dyad,None,None,cohort2,Cohort 2 small arena WT Pair,C2,cohort2:WT_WT,C2 WT Pair,user_2026_06_25,,block1_small_free_dyad_primary,Block 1 small arena primary dyads,0,1,1,0,0,0,small:WT_WT,Small arena WT Pair,cohort2|small|WT_WT,Cohort 2 small arena WT Pair,C2 small WT Pair,1
90,session_0090.mat,session_0090.mat,session_0090.mat,files2run,session_0081-10,0081-10,WT_WT,WT,freely_moving_dyad,none,none,0,S,small,1;1,WT,WT,,3,2,1;2,0.9987;0.9986;0,reduce_to_dyad,extra_track_identity_removed_low_finite_fraction,95998,13,2,1,95998x13x3,0,0,27137923,1,1,,1,1,,04-Jun-2026 16:32:06,ALLPAIRS-Feb2025.mat,foundation_v2_label_safe,paper/run_01_manifest.m,WT_WT,WT_WT,WT_WT,WT Pair,WT Pair,freely_moving_dyad,freely_moving_dyad,Freely moving dyad,WT Pair,Small arena,Freely moving dyad,None,None,cohort2,Cohort 2 small arena WT Pair,C2,cohort2:WT_WT,C2 WT Pair,user_2026_06_25,,block1_small_free_dyad_primary,Block 1 small arena primary dyads,0,1,1,0,0,0,small:WT_WT,Small arena WT Pair,cohort2|small|WT_WT,Cohort 2 small arena WT Pair,C2 small WT Pair,1
91,session_0091.mat,session_0091.mat,session_0091.mat,files2run,session_0081-20,0081-20,WT_WT,WT,freely_moving_dyad,none,none,0,S,small,1;1,WT,WT,,2,2,1;2,0.9998;0.9995,ok,,95998,13,2,1,95998x13x2,0,0,26530467,1,1,,1,1,,04-Jun-2026 16:32:07,ALLPAIRS-Feb2025.mat,foundation_v2_label_safe,paper/run_01_manifest.m,WT_WT,WT_WT,WT_WT,WT Pair,WT Pair,freely_moving_dyad,freely_moving_dyad,Freely moving dyad,WT Pair,Small arena,Freely moving dyad,None,None,cohort2,Cohort 2 small arena WT Pair,C2,cohort2:WT_WT,C2 WT Pair,user_2026_06_25,,block1_small_free_dyad_primary,Block 1 small arena primary dyads,0,1,1,0,0,0,small:WT_WT,Small arena WT Pair,cohort2|small|WT_WT,Cohort 2 small arena WT Pair,C2 small WT Pair,1
