raw_index,session_file,session_path,session_rel_path,session_source_dir,session_id,dbase_fileID,condition,condition_primary,social_context,drug,dreadd_target,dreadd_control_cohort,arena,arena_label,mouse_codes,mouse_type_1,mouse_type_2,mouse_type_3,n_animals,effective_n_animals,animal_keep_indices,animal_finite_fraction,animal_qc_status,animal_qc_notes,n_frames,n_nodes,n_coords,has_scores,score_dims,has_excluded_frames,excluded_frame_count,file_bytes,include_block1_dyadic,include_motif_discovery,motif_exclusion_reason,include_block2_egocentric,paper_include,exclusion_reason,file_modified,raw_database_file,manifest_schema_version,manifest_generated_by,condition_id,condition_raw,dyad_condition,condition_label,dyad_condition_label,condition_family_id,condition_family,condition_family_label,mouse_pair_label,arena_display_label,social_context_label,drug_label,dreadd_target_label,cohort_id,cohort_label,cohort_short_label,cohort_condition,cohort_condition_label,cohort_definition_source,cohort_definition_note,defined_contrast_set,defined_contrast_label,include_defined_primary_big_contrast,include_defined_primary_small_contrast,include_defined_wtwt_arena_contrast,include_defined_anesthetized_context,include_defined_pfc_chemogenetic,include_defined_dcn_chemogenetic,arena_condition,arena_condition_label,analysis_group_id,analysis_group_label,plot_group_label,label_text_safe_for_matlab
33,session_0033.mat,session_0033.mat,session_0033.mat,files2run,session_0031,0031,M_WT,MUT,freely_moving_dyad,none,none,0,B,big,2;1,MUT,WT,,2,2,1;2,0.9996;0.999,ok,,95998,13,2,1,95998x13x2,0,0,25947318,1,1,,1,1,,04-Jun-2026 16:31:35,ALLPAIRS-Feb2025.mat,foundation_v2_label_safe,paper/run_01_manifest.m,M_WT,M_WT,M_WT,Mixed Pair,Mixed Pair,freely_moving_dyad,freely_moving_dyad,Freely moving dyad,Mixed Pair,Big arena,Freely moving dyad,None,None,cohort1,Cohort 1 big arena Mixed Pair,C1,cohort1:M_WT,C1 Mixed Pair,user_2026_06_25,,block1_big_free_dyad_primary,Block 1 big arena primary dyads,1,0,0,0,0,0,big:M_WT,Big arena Mixed Pair,cohort1|big|M_WT,Cohort 1 big arena Mixed Pair,C1 big Mixed Pair,1
34,session_0034.mat,session_0034.mat,session_0034.mat,files2run,session_0033,0033,M_WT,MUT,freely_moving_dyad,none,none,0,B,big,2;1,MUT,WT,,2,2,1;2,0.9989;0.9984,ok,,95998,13,2,1,95998x13x2,0,0,27092010,1,1,,1,1,,04-Jun-2026 16:31:36,ALLPAIRS-Feb2025.mat,foundation_v2_label_safe,paper/run_01_manifest.m,M_WT,M_WT,M_WT,Mixed Pair,Mixed Pair,freely_moving_dyad,freely_moving_dyad,Freely moving dyad,Mixed Pair,Big arena,Freely moving dyad,None,None,cohort1,Cohort 1 big arena Mixed Pair,C1,cohort1:M_WT,C1 Mixed Pair,user_2026_06_25,,block1_big_free_dyad_primary,Block 1 big arena primary dyads,1,0,0,0,0,0,big:M_WT,Big arena Mixed Pair,cohort1|big|M_WT,Cohort 1 big arena Mixed Pair,C1 big Mixed Pair,1
35,session_0035.mat,session_0035.mat,session_0035.mat,files2run,session_0037,0037,M_WT,MUT,freely_moving_dyad,none,none,0,B,big,2;1,MUT,WT,,2,2,1;2,0.997;0.9985,ok,,95998,13,2,1,95998x13x2,0,0,27387577,1,1,,1,1,,04-Jun-2026 16:31:36,ALLPAIRS-Feb2025.mat,foundation_v2_label_safe,paper/run_01_manifest.m,M_WT,M_WT,M_WT,Mixed Pair,Mixed Pair,freely_moving_dyad,freely_moving_dyad,Freely moving dyad,Mixed Pair,Big arena,Freely moving dyad,None,None,cohort1,Cohort 1 big arena Mixed Pair,C1,cohort1:M_WT,C1 Mixed Pair,user_2026_06_25,,block1_big_free_dyad_primary,Block 1 big arena primary dyads,1,0,0,0,0,0,big:M_WT,Big arena Mixed Pair,cohort1|big|M_WT,Cohort 1 big arena Mixed Pair,C1 big Mixed Pair,1
36,session_0036.mat,session_0036.mat,session_0036.mat,files2run,session_0038,0038,M_WT,MUT,freely_moving_dyad,none,none,0,B,big,2;1,MUT,WT,,2,2,1;2,0.9369;0.9954,ok,,95998,13,2,1,95998x13x2,0,0,26539795,1,1,,1,1,,04-Jun-2026 16:31:37,ALLPAIRS-Feb2025.mat,foundation_v2_label_safe,paper/run_01_manifest.m,M_WT,M_WT,M_WT,Mixed Pair,Mixed Pair,freely_moving_dyad,freely_moving_dyad,Freely moving dyad,Mixed Pair,Big arena,Freely moving dyad,None,None,cohort1,Cohort 1 big arena Mixed Pair,C1,cohort1:M_WT,C1 Mixed Pair,user_2026_06_25,,block1_big_free_dyad_primary,Block 1 big arena primary dyads,1,0,0,0,0,0,big:M_WT,Big arena Mixed Pair,cohort1|big|M_WT,Cohort 1 big arena Mixed Pair,C1 big Mixed Pair,1
37,session_0037.mat,session_0037.mat,session_0037.mat,files2run,session_0039,0039,M_WT,MUT,freely_moving_dyad,none,none,0,B,big,2;1,MUT,WT,,2,2,1;2,0.9929;0.9977,ok,,95998,13,2,1,95998x13x2,0,0,26118558,1,1,,1,1,,04-Jun-2026 16:31:37,ALLPAIRS-Feb2025.mat,foundation_v2_label_safe,paper/run_01_manifest.m,M_WT,M_WT,M_WT,Mixed Pair,Mixed Pair,freely_moving_dyad,freely_moving_dyad,Freely moving dyad,Mixed Pair,Big arena,Freely moving dyad,None,None,cohort1,Cohort 1 big arena Mixed Pair,C1,cohort1:M_WT,C1 Mixed Pair,user_2026_06_25,,block1_big_free_dyad_primary,Block 1 big arena primary dyads,1,0,0,0,0,0,big:M_WT,Big arena Mixed Pair,cohort1|big|M_WT,Cohort 1 big arena Mixed Pair,C1 big Mixed Pair,1
38,session_0038.mat,session_0038.mat,session_0038.mat,files2run,session_0042,0042,M_WT,MUT,freely_moving_dyad,none,none,0,B,big,2;1,MUT,WT,,2,2,1;2,0.9994;0.9965,ok,,95998,13,2,1,95998x13x2,0,0,27320516,1,1,,1,1,,04-Jun-2026 16:31:38,ALLPAIRS-Feb2025.mat,foundation_v2_label_safe,paper/run_01_manifest.m,M_WT,M_WT,M_WT,Mixed Pair,Mixed Pair,freely_moving_dyad,freely_moving_dyad,Freely moving dyad,Mixed Pair,Big arena,Freely moving dyad,None,None,cohort1,Cohort 1 big arena Mixed Pair,C1,cohort1:M_WT,C1 Mixed Pair,user_2026_06_25,,block1_big_free_dyad_primary,Block 1 big arena primary dyads,1,0,0,0,0,0,big:M_WT,Big arena Mixed Pair,cohort1|big|M_WT,Cohort 1 big arena Mixed Pair,C1 big Mixed Pair,1
39,session_0039.mat,session_0039.mat,session_0039.mat,files2run,session_0044,0044,M_WT,MUT,freely_moving_dyad,none,none,0,B,big,2;1,MUT,WT,,2,2,1;2,0.9997;0.9989,ok,,95998,13,2,1,95998x13x2,0,0,26435659,1,1,,1,1,,04-Jun-2026 16:31:39,ALLPAIRS-Feb2025.mat,foundation_v2_label_safe,paper/run_01_manifest.m,M_WT,M_WT,M_WT,Mixed Pair,Mixed Pair,freely_moving_dyad,freely_moving_dyad,Freely moving dyad,Mixed Pair,Big arena,Freely moving dyad,None,None,cohort1,Cohort 1 big arena Mixed Pair,C1,cohort1:M_WT,C1 Mixed Pair,user_2026_06_25,,block1_big_free_dyad_primary,Block 1 big arena primary dyads,1,0,0,0,0,0,big:M_WT,Big arena Mixed Pair,cohort1|big|M_WT,Cohort 1 big arena Mixed Pair,C1 big Mixed Pair,1
40,session_0040.mat,session_0040.mat,session_0040.mat,files2run,session_0046,0046,M_WT,MUT,freely_moving_dyad,none,none,0,B,big,2;1,MUT,WT,,2,2,1;2,0.9956;0.9984,ok,,95998,13,2,1,95998x13x2,0,0,27386528,1,1,,1,1,,04-Jun-2026 16:31:39,ALLPAIRS-Feb2025.mat,foundation_v2_label_safe,paper/run_01_manifest.m,M_WT,M_WT,M_WT,Mixed Pair,Mixed Pair,freely_moving_dyad,freely_moving_dyad,Freely moving dyad,Mixed Pair,Big arena,Freely moving dyad,None,None,cohort1,Cohort 1 big arena Mixed Pair,C1,cohort1:M_WT,C1 Mixed Pair,user_2026_06_25,,block1_big_free_dyad_primary,Block 1 big arena primary dyads,1,0,0,0,0,0,big:M_WT,Big arena Mixed Pair,cohort1|big|M_WT,Cohort 1 big arena Mixed Pair,C1 big Mixed Pair,1
41,session_0041.mat,session_0041.mat,session_0041.mat,files2run,session_0048,0048,M_WT,MUT,freely_moving_dyad,none,none,0,B,big,2;1,MUT,WT,,2,2,1;2,0.9993;0.9972,ok,,95998,13,2,1,95998x13x2,0,0,26675102,1,1,,1,1,,04-Jun-2026 16:31:40,ALLPAIRS-Feb2025.mat,foundation_v2_label_safe,paper/run_01_manifest.m,M_WT,M_WT,M_WT,Mixed Pair,Mixed Pair,freely_moving_dyad,freely_moving_dyad,Freely moving dyad,Mixed Pair,Big arena,Freely moving dyad,None,None,cohort1,Cohort 1 big arena Mixed Pair,C1,cohort1:M_WT,C1 Mixed Pair,user_2026_06_25,,block1_big_free_dyad_primary,Block 1 big arena primary dyads,1,0,0,0,0,0,big:M_WT,Big arena Mixed Pair,cohort1|big|M_WT,Cohort 1 big arena Mixed Pair,C1 big Mixed Pair,1
42,session_0042.mat,session_0042.mat,session_0042.mat,files2run,session_0027,0027,M_M,MUT,freely_moving_dyad,none,none,0,B,big,2;2,MUT,MUT,,2,2,1;2,0.9433;0.9083,ok,,95998,13,2,1,95998x13x2,0,0,24285141,1,1,,1,1,,04-Jun-2026 16:31:40,ALLPAIRS-Feb2025.mat,foundation_v2_label_safe,paper/run_01_manifest.m,M_M,M_M,M_M,Mut Pair,Mut Pair,freely_moving_dyad,freely_moving_dyad,Freely moving dyad,Mut Pair,Big arena,Freely moving dyad,None,None,cohort1,Cohort 1 big arena Mut Pair,C1,cohort1:M_M,C1 Mut Pair,user_2026_06_25,,block1_big_free_dyad_primary,Block 1 big arena primary dyads,1,0,0,0,0,0,big:M_M,Big arena Mut Pair,cohort1|big|M_M,Cohort 1 big arena Mut Pair,C1 big Mut Pair,1
43,session_0043.mat,session_0043.mat,session_0043.mat,files2run,session_0028,0028,M_M,MUT,freely_moving_dyad,none,none,0,B,big,2;2,MUT,MUT,,2,2,1;2,0.9921;0.9999,ok,,95998,13,2,1,95998x13x2,0,0,25982942,1,1,,1,1,,04-Jun-2026 16:31:40,ALLPAIRS-Feb2025.mat,foundation_v2_label_safe,paper/run_01_manifest.m,M_M,M_M,M_M,Mut Pair,Mut Pair,freely_moving_dyad,freely_moving_dyad,Freely moving dyad,Mut Pair,Big arena,Freely moving dyad,None,None,cohort1,Cohort 1 big arena Mut Pair,C1,cohort1:M_M,C1 Mut Pair,user_2026_06_25,,block1_big_free_dyad_primary,Block 1 big arena primary dyads,1,0,0,0,0,0,big:M_M,Big arena Mut Pair,cohort1|big|M_M,Cohort 1 big arena Mut Pair,C1 big Mut Pair,1
44,session_0044.mat,session_0044.mat,session_0044.mat,files2run,session_0030,0030,M_M,MUT,freely_moving_dyad,none,none,0,B,big,2;2,MUT,MUT,,2,2,1;2,0.9858;0.9997,ok,,95998,13,2,1,95998x13x2,0,0,25804515,1,1,,1,1,,04-Jun-2026 16:31:42,ALLPAIRS-Feb2025.mat,foundation_v2_label_safe,paper/run_01_manifest.m,M_M,M_M,M_M,Mut Pair,Mut Pair,freely_moving_dyad,freely_moving_dyad,Freely moving dyad,Mut Pair,Big arena,Freely moving dyad,None,None,cohort1,Cohort 1 big arena Mut Pair,C1,cohort1:M_M,C1 Mut Pair,user_2026_06_25,,block1_big_free_dyad_primary,Block 1 big arena primary dyads,1,0,0,0,0,0,big:M_M,Big arena Mut Pair,cohort1|big|M_M,Cohort 1 big arena Mut Pair,C1 big Mut Pair,1
45,session_0045.mat,session_0045.mat,session_0045.mat,files2run,session_0032,0032,M_M,MUT,freely_moving_dyad,none,none,0,B,big,2;2,MUT,MUT,,2,2,1;2,0.9998;1,ok,,95998,13,2,1,95998x13x2,0,0,27456384,1,1,,1,1,,04-Jun-2026 16:31:41,ALLPAIRS-Feb2025.mat,foundation_v2_label_safe,paper/run_01_manifest.m,M_M,M_M,M_M,Mut Pair,Mut Pair,freely_moving_dyad,freely_moving_dyad,Freely moving dyad,Mut Pair,Big arena,Freely moving dyad,None,None,cohort1,Cohort 1 big arena Mut Pair,C1,cohort1:M_M,C1 Mut Pair,user_2026_06_25,,block1_big_free_dyad_primary,Block 1 big arena primary dyads,1,0,0,0,0,0,big:M_M,Big arena Mut Pair,cohort1|big|M_M,Cohort 1 big arena Mut Pair,C1 big Mut Pair,1
46,session_0046.mat,session_0046.mat,session_0046.mat,files2run,session_0035,0035,M_M,MUT,freely_moving_dyad,none,none,0,B,big,2;2,MUT,MUT,,2,2,1;2,0.9974;0.9847,ok,,95998,13,2,1,95998x13x2,0,0,26989484,1,1,,1,1,,04-Jun-2026 16:31:42,ALLPAIRS-Feb2025.mat,foundation_v2_label_safe,paper/run_01_manifest.m,M_M,M_M,M_M,Mut Pair,Mut Pair,freely_moving_dyad,freely_moving_dyad,Freely moving dyad,Mut Pair,Big arena,Freely moving dyad,None,None,cohort1,Cohort 1 big arena Mut Pair,C1,cohort1:M_M,C1 Mut Pair,user_2026_06_25,,block1_big_free_dyad_primary,Block 1 big arena primary dyads,1,0,0,0,0,0,big:M_M,Big arena Mut Pair,cohort1|big|M_M,Cohort 1 big arena Mut Pair,C1 big Mut Pair,1
47,session_0047.mat,session_0047.mat,session_0047.mat,files2run,session_0036,0036,M_M,MUT,freely_moving_dyad,none,none,0,B,big,2;2,MUT,MUT,,2,2,1;2,0.9996;0.9949,ok,,95998,13,2,1,95998x13x2,0,0,27087266,1,1,,1,1,,04-Jun-2026 16:31:43,ALLPAIRS-Feb2025.mat,foundation_v2_label_safe,paper/run_01_manifest.m,M_M,M_M,M_M,Mut Pair,Mut Pair,freely_moving_dyad,freely_moving_dyad,Freely moving dyad,Mut Pair,Big arena,Freely moving dyad,None,None,cohort1,Cohort 1 big arena Mut Pair,C1,cohort1:M_M,C1 Mut Pair,user_2026_06_25,,block1_big_free_dyad_primary,Block 1 big arena primary dyads,1,0,0,0,0,0,big:M_M,Big arena Mut Pair,cohort1|big|M_M,Cohort 1 big arena Mut Pair,C1 big Mut Pair,1
48,session_0048.mat,session_0048.mat,session_0048.mat,files2run,session_0040,0040,M_M,MUT,freely_moving_dyad,none,none,0,B,big,2;2,MUT,MUT,,2,2,1;2,0.9984;0.9997,ok,,95998,13,2,1,95998x13x2,0,0,27384261,1,1,,1,1,,04-Jun-2026 16:31:43,ALLPAIRS-Feb2025.mat,foundation_v2_label_safe,paper/run_01_manifest.m,M_M,M_M,M_M,Mut Pair,Mut Pair,freely_moving_dyad,freely_moving_dyad,Freely moving dyad,Mut Pair,Big arena,Freely moving dyad,None,None,cohort1,Cohort 1 big arena Mut Pair,C1,cohort1:M_M,C1 Mut Pair,user_2026_06_25,,block1_big_free_dyad_primary,Block 1 big arena primary dyads,1,0,0,0,0,0,big:M_M,Big arena Mut Pair,cohort1|big|M_M,Cohort 1 big arena Mut Pair,C1 big Mut Pair,1
49,session_0049.mat,session_0049.mat,session_0049.mat,files2run,session_0041,0041,M_M,MUT,freely_moving_dyad,none,none,0,B,big,2;2,MUT,MUT,,2,2,1;2,0.9991;0.9997,ok,,95998,13,2,1,95998x13x2,0,0,27264620,1,1,,1,1,,04-Jun-2026 16:31:44,ALLPAIRS-Feb2025.mat,foundation_v2_label_safe,paper/run_01_manifest.m,M_M,M_M,M_M,Mut Pair,Mut Pair,freely_moving_dyad,freely_moving_dyad,Freely moving dyad,Mut Pair,Big arena,Freely moving dyad,None,None,cohort1,Cohort 1 big arena Mut Pair,C1,cohort1:M_M,C1 Mut Pair,user_2026_06_25,,block1_big_free_dyad_primary,Block 1 big arena primary dyads,1,0,0,0,0,0,big:M_M,Big arena Mut Pair,cohort1|big|M_M,Cohort 1 big arena Mut Pair,C1 big Mut Pair,1
50,session_0050.mat,session_0050.mat,session_0050.mat,files2run,session_0043,0043,M_M,MUT,freely_moving_dyad,none,none,0,B,big,2;2,MUT,MUT,,2,2,1;2,0.9995;0.999,ok,,95998,13,2,1,95998x13x2,0,0,27070145,1,1,,1,1,,04-Jun-2026 16:31:45,ALLPAIRS-Feb2025.mat,foundation_v2_label_safe,paper/run_01_manifest.m,M_M,M_M,M_M,Mut Pair,Mut Pair,freely_moving_dyad,freely_moving_dyad,Freely moving dyad,Mut Pair,Big arena,Freely moving dyad,None,None,cohort1,Cohort 1 big arena Mut Pair,C1,cohort1:M_M,C1 Mut Pair,user_2026_06_25,,block1_big_free_dyad_primary,Block 1 big arena primary dyads,1,0,0,0,0,0,big:M_M,Big arena Mut Pair,cohort1|big|M_M,Cohort 1 big arena Mut Pair,C1 big Mut Pair,1
51,session_0051.mat,session_0051.mat,session_0051.mat,files2run,session_0045,0045,M_M,MUT,freely_moving_dyad,none,none,0,B,big,2;2,MUT,MUT,,2,2,1;2,0.9999;0.9932,ok,,95998,13,2,1,95998x13x2,0,0,26002995,1,1,,1,1,,04-Jun-2026 16:31:45,ALLPAIRS-Feb2025.mat,foundation_v2_label_safe,paper/run_01_manifest.m,M_M,M_M,M_M,Mut Pair,Mut Pair,freely_moving_dyad,freely_moving_dyad,Freely moving dyad,Mut Pair,Big arena,Freely moving dyad,None,None,cohort1,Cohort 1 big arena Mut Pair,C1,cohort1:M_M,C1 Mut Pair,user_2026_06_25,,block1_big_free_dyad_primary,Block 1 big arena primary dyads,1,0,0,0,0,0,big:M_M,Big arena Mut Pair,cohort1|big|M_M,Cohort 1 big arena Mut Pair,C1 big Mut Pair,1
52,session_0052.mat,session_0052.mat,session_0052.mat,files2run,session_0047,0047,M_M,MUT,freely_moving_dyad,none,none,0,B,big,2;2,MUT,MUT,,2,2,1;2,0.9959;0.9974,ok,,95998,13,2,1,95998x13x2,0,0,27417469,1,1,,1,1,,04-Jun-2026 16:31:46,ALLPAIRS-Feb2025.mat,foundation_v2_label_safe,paper/run_01_manifest.m,M_M,M_M,M_M,Mut Pair,Mut Pair,freely_moving_dyad,freely_moving_dyad,Freely moving dyad,Mut Pair,Big arena,Freely moving dyad,None,None,cohort1,Cohort 1 big arena Mut Pair,C1,cohort1:M_M,C1 Mut Pair,user_2026_06_25,,block1_big_free_dyad_primary,Block 1 big arena primary dyads,1,0,0,0,0,0,big:M_M,Big arena Mut Pair,cohort1|big|M_M,Cohort 1 big arena Mut Pair,C1 big Mut Pair,1
53,session_0053.mat,session_0053.mat,session_0053.mat,files2run,session_0049,0049,M_A,MUT,anesthetized_partner,none,none,0,B,big,2;0,MUT,ANES,,2,2,1;2,0.9934;0.9998,ok,,95998,13,2,1,95998x13x2,0,0,24673953,0,0,anesthetized_center_special_egocentric_context,1,1,,04-Jun-2026 16:31:46,ALLPAIRS-Feb2025.mat,foundation_v2_label_safe,paper/run_01_manifest.m,M_A,M_A,M_A,Mut + anesthetized center,Mut + anesthetized center,anesthetized_center,anesthetized_center,Anesthetized center,Mut + Anesthetized center,Big arena,Anesthetized partner,None,None,cohort1,Cohort 1 big arena Mut with anesthetized center,C1,cohort1:M_A,C1 Mut + anesthetized center,user_2026_06_25,reserved for special egocentric/social-context analyses,anesthetized_center_context,Anesthetized center context,0,0,0,1,0,0,big:M_A,Big arena Mut + anesthetized center,cohort1|big|M_A,Cohort 1 big arena Mut with anesthetized center,C1 big Mut + anesthetized center,1
54,session_0054.mat,session_0054.mat,session_0054.mat,files2run,session_0051,0051,M_A,MUT,anesthetized_partner,none,none,0,B,big,2;0,MUT,ANES,,2,2,1;2,0.9997;0.9994,ok,,95998,13,2,1,95998x13x2,0,0,24486509,0,0,anesthetized_center_special_egocentric_context,1,1,,04-Jun-2026 16:31:46,ALLPAIRS-Feb2025.mat,foundation_v2_label_safe,paper/run_01_manifest.m,M_A,M_A,M_A,Mut + anesthetized center,Mut + anesthetized center,anesthetized_center,anesthetized_center,Anesthetized center,Mut + Anesthetized center,Big arena,Anesthetized partner,None,None,cohort1,Cohort 1 big arena Mut with anesthetized center,C1,cohort1:M_A,C1 Mut + anesthetized center,user_2026_06_25,reserved for special egocentric/social-context analyses,anesthetized_center_context,Anesthetized center context,0,0,0,1,0,0,big:M_A,Big arena Mut + anesthetized center,cohort1|big|M_A,Cohort 1 big arena Mut with anesthetized center,C1 big Mut + anesthetized center,1
55,session_0055.mat,session_0055.mat,session_0055.mat,files2run,session_0052,0052,M_A,MUT,anesthetized_partner,none,none,0,B,big,2;0,MUT,ANES,,2,2,1;2,0.9969;0.9999,ok,,95998,13,2,1,95998x13x2,0,0,25085987,0,0,anesthetized_center_special_egocentric_context,1,1,,04-Jun-2026 16:31:47,ALLPAIRS-Feb2025.mat,foundation_v2_label_safe,paper/run_01_manifest.m,M_A,M_A,M_A,Mut + anesthetized center,Mut + anesthetized center,anesthetized_center,anesthetized_center,Anesthetized center,Mut + Anesthetized center,Big arena,Anesthetized partner,None,None,cohort1,Cohort 1 big arena Mut with anesthetized center,C1,cohort1:M_A,C1 Mut + anesthetized center,user_2026_06_25,reserved for special egocentric/social-context analyses,anesthetized_center_context,Anesthetized center context,0,0,0,1,0,0,big:M_A,Big arena Mut + anesthetized center,cohort1|big|M_A,Cohort 1 big arena Mut with anesthetized center,C1 big Mut + anesthetized center,1
56,session_0056.mat,session_0056.mat,session_0056.mat,files2run,session_0053,0053,M_A,MUT,anesthetized_partner,none,none,0,B,big,2;0,MUT,ANES,,2,2,1;2,0.9995;0.9984,ok,,95998,13,2,1,95998x13x2,0,0,24709007,0,0,anesthetized_center_special_egocentric_context,1,1,,04-Jun-2026 16:31:48,ALLPAIRS-Feb2025.mat,foundation_v2_label_safe,paper/run_01_manifest.m,M_A,M_A,M_A,Mut + anesthetized center,Mut + anesthetized center,anesthetized_center,anesthetized_center,Anesthetized center,Mut + Anesthetized center,Big arena,Anesthetized partner,None,None,cohort1,Cohort 1 big arena Mut with anesthetized center,C1,cohort1:M_A,C1 Mut + anesthetized center,user_2026_06_25,reserved for special egocentric/social-context analyses,anesthetized_center_context,Anesthetized center context,0,0,0,1,0,0,big:M_A,Big arena Mut + anesthetized center,cohort1|big|M_A,Cohort 1 big arena Mut with anesthetized center,C1 big Mut + anesthetized center,1
57,session_0057.mat,session_0057.mat,session_0057.mat,files2run,session_0054,0054,M_A,MUT,anesthetized_partner,none,none,0,B,big,2;0,MUT,ANES,,2,2,1;2,0.9992;0.9979,ok,,95998,13,2,1,95998x13x2,0,0,25118635,0,0,anesthetized_center_special_egocentric_context,1,1,,04-Jun-2026 16:31:48,ALLPAIRS-Feb2025.mat,foundation_v2_label_safe,paper/run_01_manifest.m,M_A,M_A,M_A,Mut + anesthetized center,Mut + anesthetized center,anesthetized_center,anesthetized_center,Anesthetized center,Mut + Anesthetized center,Big arena,Anesthetized partner,None,None,cohort1,Cohort 1 big arena Mut with anesthetized center,C1,cohort1:M_A,C1 Mut + anesthetized center,user_2026_06_25,reserved for special egocentric/social-context analyses,anesthetized_center_context,Anesthetized center context,0,0,0,1,0,0,big:M_A,Big arena Mut + anesthetized center,cohort1|big|M_A,Cohort 1 big arena Mut with anesthetized center,C1 big Mut + anesthetized center,1
58,session_0058.mat,session_0058.mat,session_0058.mat,files2run,session_0055,0055,M_A,MUT,anesthetized_partner,none,none,0,B,big,2;0,MUT,ANES,,2,2,1;2,0.9996;0.9995,ok,,95998,13,2,1,95998x13x2,0,0,24155223,0,0,anesthetized_center_special_egocentric_context,1,1,,04-Jun-2026 16:31:49,ALLPAIRS-Feb2025.mat,foundation_v2_label_safe,paper/run_01_manifest.m,M_A,M_A,M_A,Mut + anesthetized center,Mut + anesthetized center,anesthetized_center,anesthetized_center,Anesthetized center,Mut + Anesthetized center,Big arena,Anesthetized partner,None,None,cohort1,Cohort 1 big arena Mut with anesthetized center,C1,cohort1:M_A,C1 Mut + anesthetized center,user_2026_06_25,reserved for special egocentric/social-context analyses,anesthetized_center_context,Anesthetized center context,0,0,0,1,0,0,big:M_A,Big arena Mut + anesthetized center,cohort1|big|M_A,Cohort 1 big arena Mut with anesthetized center,C1 big Mut + anesthetized center,1
59,session_0059.mat,session_0059.mat,session_0059.mat,files2run,session_0056,0056,M_A,MUT,anesthetized_partner,none,none,0,B,big,2;0,MUT,ANES,,2,2,1;2,0.9996;0.9907,ok,,95998,13,2,1,95998x13x2,0,0,25120211,0,0,anesthetized_center_special_egocentric_context,1,1,,04-Jun-2026 16:31:49,ALLPAIRS-Feb2025.mat,foundation_v2_label_safe,paper/run_01_manifest.m,M_A,M_A,M_A,Mut + anesthetized center,Mut + anesthetized center,anesthetized_center,anesthetized_center,Anesthetized center,Mut + Anesthetized center,Big arena,Anesthetized partner,None,None,cohort1,Cohort 1 big arena Mut with anesthetized center,C1,cohort1:M_A,C1 Mut + anesthetized center,user_2026_06_25,reserved for special egocentric/social-context analyses,anesthetized_center_context,Anesthetized center context,0,0,0,1,0,0,big:M_A,Big arena Mut + anesthetized center,cohort1|big|M_A,Cohort 1 big arena Mut with anesthetized center,C1 big Mut + anesthetized center,1
60,session_0060.mat,session_0060.mat,session_0060.mat,files2run,session_0057,0057,M_A,MUT,anesthetized_partner,none,none,0,B,big,2;0,MUT,ANES,,2,2,1;2,0.9994;0.9975,ok,,95998,13,2,1,95998x13x2,0,0,24992092,0,0,anesthetized_center_special_egocentric_context,1,1,,04-Jun-2026 16:31:50,ALLPAIRS-Feb2025.mat,foundation_v2_label_safe,paper/run_01_manifest.m,M_A,M_A,M_A,Mut + anesthetized center,Mut + anesthetized center,anesthetized_center,anesthetized_center,Anesthetized center,Mut + Anesthetized center,Big arena,Anesthetized partner,None,None,cohort1,Cohort 1 big arena Mut with anesthetized center,C1,cohort1:M_A,C1 Mut + anesthetized center,user_2026_06_25,reserved for special egocentric/social-context analyses,anesthetized_center_context,Anesthetized center context,0,0,0,1,0,0,big:M_A,Big arena Mut + anesthetized center,cohort1|big|M_A,Cohort 1 big arena Mut with anesthetized center,C1 big Mut + anesthetized center,1
61,session_0061.mat,session_0061.mat,session_0061.mat,files2run,session_0058,0058,M_A,MUT,anesthetized_partner,none,none,0,B,big,2;0,MUT,ANES,,2,2,1;2,0.9982;0.999,ok,,95998,13,2,1,95998x13x2,0,0,23841206,0,0,anesthetized_center_special_egocentric_context,1,1,,04-Jun-2026 16:31:50,ALLPAIRS-Feb2025.mat,foundation_v2_label_safe,paper/run_01_manifest.m,M_A,M_A,M_A,Mut + anesthetized center,Mut + anesthetized center,anesthetized_center,anesthetized_center,Anesthetized center,Mut + Anesthetized center,Big arena,Anesthetized partner,None,None,cohort1,Cohort 1 big arena Mut with anesthetized center,C1,cohort1:M_A,C1 Mut + anesthetized center,user_2026_06_25,reserved for special egocentric/social-context analyses,anesthetized_center_context,Anesthetized center context,0,0,0,1,0,0,big:M_A,Big arena Mut + anesthetized center,cohort1|big|M_A,Cohort 1 big arena Mut with anesthetized center,C1 big Mut + anesthetized center,1
